name,currentTribe,cardType,cost,attack,hp,text,officialDbPage,officialDbSearchQuery,manualAnswer
じごくのばんけん,なし,ユニット,4,2,4,2回攻撃、隣接している味方建物の数分攻撃力+1,,じごくのばんけん ドラゴンクエストライバルズ 攻略データベース,
じごくのもんばん,なし,ユニット,4,4,4,召喚時：敵ユニット1体をこのユニットの正面に移動させる,,じごくのもんばん ドラゴンクエストライバルズ 攻略データベース,
ずしおうまる,なし,ユニット,4,3,5,敵リーダーのテンションが上がる度敵リーダーに3ダメージ,,ずしおうまる ドラゴンクエストライバルズ 攻略データベース,
たてまじん,なし,ユニット,4,3,6,前列にいる場合味方リーダーが受けるダメージ-1,,たてまじん ドラゴンクエストライバルズ 攻略データベース,
てっこうまじん,なし,ユニット,4,3,5,味方が持つメタルボディはハードメタルボディに強化される,,てっこうまじん ドラゴンクエストライバルズ 攻略データベース,
どぐうせんし,なし,ユニット,4,3,6,召喚時:このユニットがいる横1列の後列マスの地形を全てバリア床に変える。 この効果で地形の上書きはできない。,,どぐうせんし ドラゴンクエストライバルズ 攻略データベース,
ぶっちズキーニャ,なし,ユニット,4,3,5,貫通、召喚時：自分の場にある地形の数分攻撃力+1,,ぶっちズキーニャ ドラゴンクエストライバルズ 攻略データベース,
ほのおのせんし,なし,ユニット,4,4,3,召喚時：前列に召喚した場合味方ヒーローがいるなら１マス前にいる敵ユニットに4ダメージ,,ほのおのせんし ドラゴンクエストライバルズ 攻略データベース,
まほうじじい,なし,ユニット,4,4,4,味方ヒーローのヒーロースキルはコストが1下がる,,まほうじじい ドラゴンクエストライバルズ 攻略データベース,
みわくのランプ,なし,ユニット,4,3,5,自分が占いカードを使う度ランダムな占い師のカード1枚を手札に加える,,みわくのランプ ドラゴンクエストライバルズ 攻略データベース,
ようがんげんじん,なし,ユニット,4,4,3,ステルス、召喚時：このユニットにさくせんを出す,,ようがんげんじん ドラゴンクエストライバルズ 攻略データベース,
アイスボンバー,なし,ユニット,4,3,3,ねらい撃ち。召喚時：相手の場に氷塊があるなら+2/+2,,アイスボンバー ドラゴンクエストライバルズ 攻略データベース,
アサシンクロー,なし,ユニット,4,5,4,召喚時：GET(1)。BET：武術カードを1枚手札に加える。,,アサシンクロー ドラゴンクエストライバルズ 攻略データベース,
イーブルフライ,なし,ユニット,4,3,4,召喚時：ユニット1体の攻撃力をHPと同じ値にする,,イーブルフライ ドラゴンクエストライバルズ 攻略データベース,
ウィングタイガー,なし,ユニット,4,4,5,召喚時：味方ヒーローがいる場合敵ユニット1体の攻撃力を-2,,ウィングタイガー ドラゴンクエストライバルズ 攻略データベース,
エッグラ&チキーラ,なし,ユニット,4,4,5,召喚時：タマゴかニワトリどちらが偉いと思うかを選ぶ。次のターン開始時相手にどちらを選んだか当てられなかった場合選んだ効果が発動する。,,エッグラ&チキーラ ドラゴンクエストライバルズ 攻略データベース,
エビルチクリン,なし,ユニット,4,2,6,におうだち、召喚時：味方ユニット1体ににおうだちを付与する,,エビルチクリン ドラゴンクエストライバルズ 攻略データベース,
オークキング,なし,ユニット,4,4,4,貫通、召喚時：HPを2回復,,オークキング ドラゴンクエストライバルズ 攻略データベース,
オークデビル,なし,ユニット,4,3,6,自分のターン中味方リーダーはダメージを受けない,,オークデビル ドラゴンクエストライバルズ 攻略データベース,
カンダタ,なし,ユニット,4,2,5,召喚時&攻撃時:敵の手札コイン1枚を盗む。盗めなかった場合攻撃力+1、自分の手札のコインの数分このユニットの攻撃力+1,,カンダタ ドラゴンクエストライバルズ 攻略データベース,
カーディナルナイト,なし,ユニット,4,4,4,召喚時：敵リーダーが持つパワフルバッジの効果をランダムで１つ消す,,カーディナルナイト ドラゴンクエストライバルズ 攻略データベース,
ガーゴイル,なし,ユニット,4,4,3,ねらい撃ち、おうえん,,ガーゴイル ドラゴンクエストライバルズ 攻略データベース,
キラーピッケル,なし,ユニット,4,4,4,召喚時：このターン中味方リーダーのテンションと同じだけユニット1体の攻撃力を上げる。,,キラーピッケル ドラゴンクエストライバルズ 攻略データベース,
グレイトボンバー,なし,ユニット,4,2,4,におうだち、死亡時：味方ヒーローがいるなら全てのユニットに2ダメージ,,グレイトボンバー ドラゴンクエストライバルズ 攻略データベース,
コトブキーノ,なし,ユニット,4,3,2,召喚時：自分のデッキから特技カードをランダムに1枚手札に加える。自分の場に冒険者がいるなら代わりに2枚手札に加える。,,コトブキーノ ドラゴンクエストライバルズ 攻略データベース,
コンガオンガ,なし,ユニット,4,3,4,れんけい：攻撃力が6以上の敵ユニット1体を消滅させる。そのユニットと同じ使用コストのランダムなユニットカード1枚を相手の手札に加える。,,コンガオンガ ドラゴンクエストライバルズ 攻略データベース,
コングヘッド,なし,ユニット,4,4,3,前後にいる味方ユニットの攻撃力+2,,コングヘッド ドラゴンクエストライバルズ 攻略データベース,
ゴルドン,なし,ユニット,4,2,5,におうだち、召喚時：自分のデッキからコスト2以下の建物カードを1枚引く。そのカードのコストを-1,,ゴルドン ドラゴンクエストライバルズ 攻略データベース,
ゴンズ,なし,ユニット,4,2,4,おうえん、におうだち。召喚時：相手の手札が6枚以上なら+2/+2,,ゴンズ ドラゴンクエストライバルズ 攻略データベース,
ゴールドマン,なし,ユニット,4,4,4,召喚時:上下のマスの地形を宝箱に変える。 この効果で地形の上書きはできない。,,ゴールドマン ドラゴンクエストライバルズ 攻略データベース,
サイコロン,なし,ユニット,4,3,3,召喚時：味方ヒーローがいる場合合計5ダメージをこのユニット以外のランダムなユニットに割り振る,,サイコロン ドラゴンクエストライバルズ 攻略データベース,
サイレス,なし,ユニット,4,3,3,召喚時：ユニット1体を封印する,,サイレス ドラゴンクエストライバルズ 攻略データベース,
サタンメイル,なし,ユニット,4,4,4,召喚時:味方1マスの地形を刃の紋章に変える。 この効果で地形の上書きはできない。,,サタンメイル ドラゴンクエストライバルズ 攻略データベース,
シルバーデビル,なし,ユニット,4,3,3,ねらい撃ち、2回攻撃,,シルバーデビル ドラゴンクエストライバルズ 攻略データベース,
ジャミ,なし,ユニット,4,5,4,召喚時：相手の手札が6枚以上ある場合、縦1列にいる全ての敵ユニットを次のターン終了時まで攻撃不能にする。,,ジャミ ドラゴンクエストライバルズ 攻略データベース,
ジラフマスター,なし,ユニット,4,3,5,攻撃時:GET(1)、BET:以下の効果からランダムに1つ発動する (1)攻撃力+1 (2)HP+1 (3)このターン中2回攻撃を得る,,ジラフマスター ドラゴンクエストライバルズ 攻略データベース,
ダンビラムーチョ,なし,ユニット,4,3,5,テンションリンク：ランダムな味方ユニット1体の攻撃力+1,,ダンビラムーチョ ドラゴンクエストライバルズ 攻略データベース,
チョメ,なし,ユニット,4,3,3,速攻,,チョメ ドラゴンクエストライバルズ 攻略データベース,
デスケルト,なし,ユニット,4,3,6,召喚時：味方ユニット1体を手札に戻す,,デスケルト ドラゴンクエストライバルズ 攻略データベース,
デスセイレス,なし,ユニット,4,4,5,召喚時：全ての味方ユニットを絶好調状態に戻す,,デスセイレス ドラゴンクエストライバルズ 攻略データベース,
デスニャーゴ,なし,ユニット,4,4,4,死亡時:1/1のプリズニャンを1体出す。スキルブースト:+1体,,デスニャーゴ ドラゴンクエストライバルズ 攻略データベース,
デスマエストロ,なし,ユニット,4,4,4,召喚時:このターン中攻撃力1以下の敵ユニット1体を味方にして速攻を付与する。,,デスマエストロ ドラゴンクエストライバルズ 攻略データベース,
デスマーキュリー,なし,ユニット,4,4,4,召喚時:指定のマスの地形を天啓の神域に変える。 この効果で地形の上書きはできない。,,デスマーキュリー ドラゴンクエストライバルズ 攻略データベース,
デビルプリンス,なし,ユニット,4,4,4,死亡時:正面にいるランダムな敵ユニット1体を死亡させる,,デビルプリンス ドラゴンクエストライバルズ 攻略データベース,
デビルロード,なし,ユニット,4,4,5,2回攻撃、ねらい撃ち、このユニットが敵リーダーを攻撃した後「このターン中敵リーダーを攻撃できない」を得る,,デビルロード ドラゴンクエストライバルズ 攻略データベース,
デュランダル,なし,ユニット,4,4,4,パワフルバッジ：自分の手札にあるメタルボディもしくはハードメタルボディを持つユニットカードと武器のカード残すと-1,,デュランダル ドラゴンクエストライバルズ 攻略データベース,
トンブレロ,なし,ユニット,4,4,3,召喚時：味方ヒーローがいる場合味方ユニット1体を+2/+2,,トンブレロ ドラゴンクエストライバルズ 攻略データベース,
ドルイド,なし,ユニット,4,3,6,召喚時：対戦中に使った特技カード1枚を自分のデッキの一番上に置く。,,ドルイド ドラゴンクエストライバルズ 攻略データベース,
ドンホセ,なし,ユニット,4,3,4,召喚時：相手の職業のランダムなレジェンドレアカード3枚から1枚選び手札に加える。死亡時:手札にある自分のデッキに入っていなかったユニットカードを+1/+1,,ドンホセ ドラゴンクエストライバルズ 攻略データベース,
ハッスルじじい,なし,ユニット,4,3,4,パワフルバッジ：冒険者の味方ユニットを+1/+1,,ハッスルじじい ドラゴンクエストライバルズ 攻略データベース,
バリクナジャ,なし,ユニット,4,3,5,このユニットの攻撃で敵ユニットを倒す度味方リーダーのテンション+1,,バリクナジャ ドラゴンクエストライバルズ 攻略データベース,
バル&ベル,なし,ユニット,4,2,6,自分のターン開始時ボル&ブルが自分の場にいる場合合体してバブルボブルになる。,,バル&ベル ドラゴンクエストライバルズ 攻略データベース,
ビックアイ,なし,ユニット,4,3,4,召喚時：自分の場に冒険者がいるなら横一列にいる全ての敵ユニットに2ダメージ,,ビックアイ ドラゴンクエストライバルズ 攻略データベース,
ファラリスブル,なし,ユニット,4,4,4,召喚時：味方リーダーが装備中の武器の耐久力+1、対戦中に味方建物が3つ以上出ていたら代わりに味方リーダーが装備中の武器を+1/+2,,ファラリスブル ドラゴンクエストライバルズ 攻略データベース,
フェイスボール,なし,ユニット,4,4,3,ステルス、れんけい：次の相手のターン終了時まで味方リーダーが受けるダメージ-2,,フェイスボール ドラゴンクエストライバルズ 攻略データベース,
フライングデス,なし,ユニット,4,4,4,召喚時：自分の場に空きマスがあるなら味方ユニットを1体死亡させた後自分のデッキからそのユニットと同じコストを持つユニットを1体出す,,フライングデス ドラゴンクエストライバルズ 攻略データベース,
ブラックベジター,なし,ユニット,4,2,2,召喚時：味方建物があるなら他のすべてのユニットに2ダメージ,,ブラックベジター ドラゴンクエストライバルズ 攻略データベース,
ブラッドミスト,なし,ユニット,4,1,6,ステルス、スキルブースト:攻撃力+1,,ブラッドミスト ドラゴンクエストライバルズ 攻略データベース,
ブラバニクイーン,なし,ユニット,4,4,2,シンクロ：①貫通、②速攻、③攻撃力+1,,ブラバニクイーン ドラゴンクエストライバルズ 攻略データベース,
ブルサベージ,なし,ユニット,4,2,6,絶好調、絶好調状態のユニットが攻撃する度このユニットの攻撃力+2,,ブルサベージ ドラゴンクエストライバルズ 攻略データベース,
ブルベリーノ,なし,ユニット,4,4,3,召喚時：カードを1枚引く,,ブルベリーノ ドラゴンクエストライバルズ 攻略データベース,
ヘルパイレーツ,なし,ユニット,4,3,5,召喚時：自分のデッキと手札にある絶好調を持つカードのコスト-1,,ヘルパイレーツ ドラゴンクエストライバルズ 攻略データベース,
ヘルプラネット,なし,ユニット,4,3,4,におうだち。れんけい：自分が次に使う占いカード1枚のみ効果が両方発動する。,,ヘルプラネット ドラゴンクエストライバルズ 攻略データベース,
ヘルボックル,なし,ユニット,4,4,4,召喚時:1/1のきりかぶこぞう1体を指定の味方マスに出す,,ヘルボックル ドラゴンクエストライバルズ 攻略データベース,
ベビル,なし,ユニット,4,4,4,召喚時：縦1列にいる全ての敵ユニットに1ダメージ,,ベビル ドラゴンクエストライバルズ 攻略データベース,
ベビーゴイル,なし,ユニット,4,4,4,召喚時：お互いのデッキにランダムな2コストの特技カードを3枚加える,,ベビーゴイル ドラゴンクエストライバルズ 攻略データベース,
ベルザブル,なし,ユニット,4,3,5,テンションリンク:このユニットは1ダメージを受ける。その後このユニットのHPが1以上あるならカードを1枚引く,,ベルザブル ドラゴンクエストライバルズ 攻略データベース,
ベルフェゴル,なし,ユニット,4,3,5,自分が占いを持つ手札を使う度+1/+1,,ベルフェゴル ドラゴンクエストライバルズ 攻略データベース,
ベロベロ,なし,ユニット,4,2,2,れんけい：+1/+1。召喚時と自分のターン終了時に、このユニットの前後にコピーを出す。,,ベロベロ ドラゴンクエストライバルズ 攻略データベース,
ホースデビル,なし,ユニット,4,4,4,,,ホースデビル ドラゴンクエストライバルズ 攻略データベース,
マグマロン,なし,ユニット,4,2,5,召喚時：GET(1)、BET:攻撃力+1と「次の相手のターン終了時まで効果の対象にならない」を得る,,マグマロン ドラゴンクエストライバルズ 攻略データベース,
マージマタンゴ,なし,ユニット,4,2,7,召喚時:HPを3回復,,マージマタンゴ ドラゴンクエストライバルズ 攻略データベース,
ムーンキメラ,なし,ユニット,4,5,4,召喚時：後列にいる全ての敵ユニットを前列に移動させる。,,ムーンキメラ ドラゴンクエストライバルズ 攻略データベース,
ムーンフェイス,なし,ユニット,4,5,4,召喚時：敵ヒーローのレベルを1下げる,,ムーンフェイス ドラゴンクエストライバルズ 攻略データベース,
メダルにゃん,なし,ユニット,4,5,4,召喚時：カードを2枚引いた後自分の手札から2枚選んで捨てる,,メダルにゃん ドラゴンクエストライバルズ 攻略データベース,
メッサーラ,なし,ユニット,4,3,4,召喚時：縦1列にいる全ての敵ユニットに1ダメージ,,メッサーラ ドラゴンクエストライバルズ 攻略データベース,
メーダロード,なし,ユニット,4,4,4,相手が特技を使う度その効果が発動する前に味方リーダーのHPを3回復,,メーダロード ドラゴンクエストライバルズ 攻略データベース,
ヨージス,なし,ユニット,4,2,4,味方建物の数分手札にあるこのカードのコスト-1,,ヨージス ドラゴンクエストライバルズ 攻略データベース,
ラリホービートル,なし,ユニット,4,3,6,召喚時：味方ヒーローがいる場合敵ユニット1体を次のターン終了時まで攻撃不能にする。,,ラリホービートル ドラゴンクエストライバルズ 攻略データベース,
ルバンカ,なし,ユニット,4,5,3,におうだち。召喚時：デッキの一番上が偶数コストならGET(2)。BET：HP+1,,ルバンカ ドラゴンクエストライバルズ 攻略データベース,
ワンダーフール,なし,ユニット,4,4,4,召喚時：デッキの一番上のカードのコストが奇数なら+1/+1と貫通を得る。偶数なら-1/-1とにおうだちを得る,,ワンダーフール ドラゴンクエストライバルズ 攻略データベース,
修練のたてまじん,なし,ユニット,4,3,5,におうだち、召喚時：味方リーダーが武器を装備している場合このユニットにさくせんを出す,,修練のたてまじん ドラゴンクエストライバルズ 攻略データベース,
強奪のくびかりぞく,なし,ユニット,4,3,5,召喚時：味方リーダーのテンションが2以上あるならこのユニットにさくせんを出す。このユニットの攻撃で敵ユニットが死亡する度カードを1枚引く,,強奪のくびかりぞく ドラゴンクエストライバルズ 攻略データベース,
神鳥の杖,なし,ユニット,4,0,1,味方リーダーは攻撃できない、自分が特技カードを使うたび3/2のシャドーを出す,,神鳥の杖 ドラゴンクエストライバルズ 攻略データベース,
若葉の精霊,なし,ユニット,4,4,4,召喚時:地形マスに召喚された場合カードを1枚引く,,若葉の精霊 ドラゴンクエストライバルズ 攻略データベース,
飛翔のガーゴイル,なし,ユニット,4,3,4,おうえん、ねらい撃ち。召喚時：自分の手札に特技カードがあるならこのユニットにさくせんを出す,,飛翔のガーゴイル ドラゴンクエストライバルズ 攻略データベース,
あんこくまどう,なし,ユニット,5,3,6,におうだち、召喚時：敵リーダーが持つパワフルバッジの効果をランダムで２つ消す。その場合+1/+1を得る。,,あんこくまどう ドラゴンクエストライバルズ 攻略データベース,
うごくせきぞう,なし,ユニット,5,6,7,正面に敵ユニットが1体もいない場合攻撃できない,,うごくせきぞう ドラゴンクエストライバルズ 攻略データベース,
おどるほうせき,なし,ユニット,5,1,1,このユニットに自分が特技を使う度カードを1枚引く,,おどるほうせき ドラゴンクエストライバルズ 攻略データベース,
おばけトマト,なし,ユニット,5,4,4,占い：(1)敵ユニット1体の攻撃力を1にする、(2)敵ユニット1体のHPを1にする,,おばけトマト ドラゴンクエストライバルズ 攻略データベース,
かみさま,なし,ユニット,5,3,5,自分のターン終了時以下の効果からランダムに1つ発動する(1)カードを2枚引く(2)味方リーダーのテンション+3(3)他のすべての味方のHPを4回復,,かみさま ドラゴンクエストライバルズ 攻略データベース,
くらやみにゅうどう,なし,ユニット,5,5,5,召喚時:次の相手のターン中敵のヒーロースキルは使用できず発動もしない,,くらやみにゅうどう ドラゴンクエストライバルズ 攻略データベース,
けがれの渦,なし,ユニット,5,4,4,におうだち、死亡時：全てのユニットを毒にする,,けがれの渦 ドラゴンクエストライバルズ 攻略データベース,
さまようよろい,なし,ユニット,5,4,3,召喚時：前列に召喚した場合ホイミスライムを後ろに出す,,さまようよろい ドラゴンクエストライバルズ 攻略データベース,
じごくのよろい,なし,ユニット,5,3,2,召喚時&死亡時:ピサロナイトを1体出す。スキルブースト:攻撃力+1,,じごくのよろい ドラゴンクエストライバルズ 攻略データベース,
とうだいタイガー,なし,ユニット,5,4,4,れんけい：攻撃力3以下の敵ユニット1体を相手の手札に戻す。,,とうだいタイガー ドラゴンクエストライバルズ 攻略データベース,
ひくいどり,なし,ユニット,5,6,4,貫通,,ひくいどり ドラゴンクエストライバルズ 攻略データベース,
アイアンナイト,なし,ユニット,5,3,6,におうだち、死亡時：ランダムな味方ユニット1体を味方ヒーローのレベルの数分+1/+1,,アイアンナイト ドラゴンクエストライバルズ 攻略データベース,
アカリリス,なし,ユニット,5,2,3,このユニットが移動する度速攻2/1のいっかくうさぎを出す,,アカリリス ドラゴンクエストライバルズ 攻略データベース,
アデン,なし,ユニット,5,3,6,におうだち、召喚時：味方建物１つの耐久値+1、そうした場合攻撃力+2を得る,,アデン ドラゴンクエストライバルズ 攻略データベース,
アームライオン,なし,ユニット,5,3,4,絶好調、絶好調状態の味方ユニットは速攻を得る,,アームライオン ドラゴンクエストライバルズ 攻略データベース,
インプケイオス,なし,ユニット,5,4,5,召喚時：敵ユニット1体に1ダメージ。自分のデッキの一番上のカードのコストが偶数なら代わりに3ダメージ与えた後味方リーダーのHPを3回復,,インプケイオス ドラゴンクエストライバルズ 攻略データベース,
エリミネーター,なし,ユニット,5,5,3,前列にいる場合他の味方ユニットが死亡する度カードを1枚引く。,,エリミネーター ドラゴンクエストライバルズ 攻略データベース,
ダークモーモン,なし,ユニット,5,4,5,自分のターン終了時GET(1)、BET:お互いのリーダーのテンション+1,,ダークモーモン ドラゴンクエストライバルズ 攻略データベース,
デスターキー,なし,ユニット,5,5,6,,,デスターキー ドラゴンクエストライバルズ 攻略データベース,
デスマシーン,なし,ユニット,5,4,4,におうだち、このターン中死亡したユニットの数分手札にあるこのカードのコスト-1、死亡時：敵リーダーに3ダメージ,,デスマシーン ドラゴンクエストライバルズ 攻略データベース,
デンダ,なし,ユニット,5,3,3,召喚時:前列に召喚した場合1/1のデンダの子分を3体出す。後列に召喚した場合全ての味方ユニットを+1/+1,,デンダ ドラゴンクエストライバルズ 攻略データベース,
トロル,なし,ユニット,5,7,8,受けるダメージ2倍,,トロル ドラゴンクエストライバルズ 攻略データベース,
ナイトフォックス,なし,ユニット,5,5,4,自分の特技カードのコスト-1,,ナイトフォックス ドラゴンクエストライバルズ 攻略データベース,
ネクロバルサ,なし,ユニット,5,4,5,召喚時:味方リーダーの攻撃力が4以上ある場合武器の耐久力を+2する。,,ネクロバルサ ドラゴンクエストライバルズ 攻略データベース,
ハンターフライ,なし,ユニット,5,4,3,先制、死亡時：味方リーダーのテンション+1、スキルブースト:コスト-1,,ハンターフライ ドラゴンクエストライバルズ 攻略データベース,
ハンフリー,なし,ユニット,5,0,1,召喚時:ユニット1体の攻撃力とHPを吸い取り自身の攻撃力とHPを同じ値にする。そのユニットを2/2にする,,ハンフリー ドラゴンクエストライバルズ 攻略データベース,
バルバロッサ,なし,ユニット,5,4,5,召喚時:魔法陣に召喚された場合メラミを手札に加える,,バルバロッサ ドラゴンクエストライバルズ 攻略データベース,
フォレスドン,なし,ユニット,5,4,5,召喚時：対戦中に死亡したコスト4以上の味方ユニット3種類の中から1体を選んで復活させ「ターン終了時このユニットは死亡する」を付与する,,フォレスドン ドラゴンクエストライバルズ 攻略データベース,
ヘルシーサー,なし,ユニット,5,4,5,召喚時:地形マスにいる全ての味方ユニットを+1/+1,,ヘルシーサー ドラゴンクエストライバルズ 攻略データベース,
ベロリンマン,なし,ユニット,5,2,2,おうえん、召喚時&スキルリンク:ベロリンマンを1体出す,,ベロリンマン ドラゴンクエストライバルズ 攻略データベース,
ホーンビートル,なし,ユニット,5,5,5,ねらい撃ち,,ホーンビートル ドラゴンクエストライバルズ 攻略データベース,
マネマネ,なし,ユニット,5,1,1,召喚時：他のユニット1体に変身する,,マネマネ ドラゴンクエストライバルズ 攻略データベース,
マリンフェアリー,なし,ユニット,5,2,3,召喚時:手札にあるコインをランダムに1枚捨てる。そうした場合この対戦中に死亡した4コスト以下の味方ユニット3種類の中から1体を選んで復活させる,,マリンフェアリー ドラゴンクエストライバルズ 攻略データベース,
メイジポンポコ,なし,ユニット,5,3,5,シンクロ：①味方リーダーが使用する特技カードの攻撃力+1、②死亡時：自分のデッキからコスト5以上の特技カードを1枚引く、③+1/+1,,メイジポンポコ ドラゴンクエストライバルズ 攻略データベース,
ユニコーン,なし,ユニット,5,5,5,召喚時:HPを4回復,,ユニコーン ドラゴンクエストライバルズ 攻略データベース,
レッドサイクロン,なし,ユニット,5,4,5,自分のターン終了時にお互いのリーダーに2ダメージ。味方リーダーのHPが15以下の場合代わりに自分のターン終了時敵リーダーに2ダメージ,,レッドサイクロン ドラゴンクエストライバルズ 攻略データベース,
ローズバトラー,なし,ユニット,5,3,7,味方リーダーへの敵の攻撃や効果の対象はこのユニットに変更される。ダメージを与えたユニットを毒にする,,ローズバトラー ドラゴンクエストライバルズ 攻略データベース,
吹雪の魔女,なし,ユニット,5,4,4,召喚時：敵の場に氷塊があるなら敵ユニット1体に4ダメージ,,吹雪の魔女 ドラゴンクエストライバルズ 攻略データベース,
慈愛のキラーパンサー,なし,ユニット,5,4,4,おうえん、召喚時：おうえん 2/2のベビーパンサー1枚を手札に加える,,慈愛のキラーパンサー ドラゴンクエストライバルズ 攻略データベース,
暗黒大樹の番人,なし,ユニット,5,2,4,におうだち、召喚時:このターン中ユニットが死亡しているなら暗黒大樹の番人を指定の味方マスに出す,,暗黒大樹の番人 ドラゴンクエストライバルズ 攻略データベース,
獣魔将ガルレイ,なし,ユニット,5,5,4,召喚時：正面にいるランダムな敵ユニット1体に2ダメージ。自分の場に冒険者がいるなら代わりに4ダメージ,,獣魔将ガルレイ ドラゴンクエストライバルズ 攻略データベース,
追撃のキラーマシン,なし,ユニット,5,3,4,2回攻撃、召喚時:このユニットにさくせんを出す。自分がさくせんを出した後、1ターンに2回までランダムな敵ユニット1体に2ダメージ,,追撃のキラーマシン ドラゴンクエストライバルズ 攻略データベース,
魔犬レオパルド,なし,ユニット,5,4,4,死亡時：神鳥の杖を手札に加える,,魔犬レオパルド ドラゴンクエストライバルズ 攻略データベース,
あくまのカガミ,なし,ユニット,6,3,5,召喚時：自分のデッキにある5コスト以下の冒険者と同じユニット1体ヲバに出しこのターン中速攻と「ターン終了時にこのユニットを自分のデッキに混ぜる」を付与する,,あくまのカガミ ドラゴンクエストライバルズ 攻略データベース,
かぶとこぞう,なし,ユニット,6,4,4,召喚時:地形マスに召喚された場合、におうだち2/2のはさみくわがたを2体出す,,かぶとこぞう ドラゴンクエストライバルズ 攻略データベース,
からくりしょうぐん,なし,ユニット,6,5,5,召喚時：味方リーダーが装備中の武器を+1/+1,,からくりしょうぐん ドラゴンクエストライバルズ 攻略データベース,
じごくのつかい,なし,ユニット,6,3,3,自分のターン終了時ランダムな敵1体に3ダメージ,,じごくのつかい ドラゴンクエストライバルズ 攻略データベース,
てっきゅうまじん,なし,ユニット,6,4,5,自分の場と手札にいる冒険者の数だけコストが下がる,,てっきゅうまじん ドラゴンクエストライバルズ 攻略データベース,
にじくじゃく,なし,ユニット,6,4,5,自分が偶数のコストの手札を使う度ランダムな敵1体に2ダメージ,,にじくじゃく ドラゴンクエストライバルズ 攻略データベース,
まかいじゅ,なし,ユニット,6,3,7,自分のターン終了時このユニットのHPを2回復する。,,まかいじゅ ドラゴンクエストライバルズ 攻略データベース,
まだらイチョウ,なし,ユニット,6,3,4,BET：1/2のブラックタヌーを1体場に出す。このBETが3回発動する度に、このユニットを除く全ての味方ユニットを+1/+1する。カウントはターンを跨いで継続する。,,まだらイチョウ ドラゴンクエストライバルズ 攻略データベース,
ようじゅつし,なし,ユニット,6,3,6,自分が特技を使う度ランダムな敵1体に2ダメージ,,ようじゅつし ドラゴンクエストライバルズ 攻略データベース,
アトラス,なし,ユニット,6,4,7,攻撃時：このターン中味方リーダーの攻撃力分攻撃力が上がる,,アトラス ドラゴンクエストライバルズ 攻略データベース,
アフロのドン・モグーラ,なし,ユニット,6,3,5,召喚時：カードを1枚引いた後、自分の手札から1枚選んで捨てる。自分の手札からカードを捨てる度ターン終了時に死亡する速攻3/1の子分を1体出す,,アフロのドン・モグーラ ドラゴンクエストライバルズ 攻略データベース,
アークマージ,なし,ユニット,6,2,7,この対戦の間ヒーロースキルが発動した回数分攻撃力+1を得る。このユニットの攻撃力が5以上の場合さらに特技ダメージ+2を得る。,,アークマージ ドラゴンクエストライバルズ 攻略データベース,
ウドラー,なし,ユニット,6,4,6,シンクロ:①攻撃力+1、②におうだち、③死亡時：この対戦中に死亡したコスト2以下のユニットを2体復活させる,,ウドラー ドラゴンクエストライバルズ 攻略データベース,
エビルホーク,なし,ユニット,6,6,4,ねらい撃ち、召喚時：カードを1枚引く,,エビルホーク ドラゴンクエストライバルズ 攻略データベース,
エビルマージ,なし,ユニット,6,2,6,召喚時：この対戦中味方リーダーの「紅蓮の火球」のダメージ+1、スキルブースト:攻撃力+1,,エビルマージ ドラゴンクエストライバルズ 攻略データベース,
キラーデーモン,なし,ユニット,6,6,6,召喚時：味方ユニット1体を+1/+1した後におうだちを付与する,,キラーデーモン ドラゴンクエストライバルズ 攻略データベース,
キラーマシン2,なし,ユニット,6,4,5,2回攻撃、召喚時:このユニットにさくせんを出す。耐戦中に味方建物が3つ以上出ていたら、代わりに2回さくせんを出し、出たさくせんの効果全てを得る,,キラーマシン2 ドラゴンクエストライバルズ 攻略データベース,
キングミミック,なし,ユニット,6,8,7,死亡時：相手はランダムなレジェンドレアカードを手札に1枚加える,,キングミミック ドラゴンクエストライバルズ 攻略データベース,
クラーゴン,なし,ユニット,6,4,8,BET：このターン中に未発動の効果からランダムに1つ発動する。①全ての敵に1ダメージ ②ランダムな敵1体に2ダメージ ③敵リーダーに3ダメージ。全て発動済みなら何も起こらない。,,クラーゴン ドラゴンクエストライバルズ 攻略データベース,
グレイトマムー,なし,ユニット,6,5,4,れんけい：敵ユニット1体に5ダメージ,,グレイトマムー ドラゴンクエストライバルズ 攻略データベース,
サイクロプス,なし,ユニット,6,6,6,召喚時：GET(1) BET：におうだちを持つランダムな敵ユニット1体に4ダメージ,,サイクロプス ドラゴンクエストライバルズ 攻略データベース,
サイコマスター,なし,ユニット,6,0,7,この対戦中に自分が使った占いカードの枚数分攻撃力+1、召喚時:このユニットの攻撃力が4以上あるなら敵1体に4ダメージ,,サイコマスター ドラゴンクエストライバルズ 攻略データベース,
ジェリーマン,なし,ユニット,6,4,5,召喚時：自分の手札にあるランダムなユニットカード1枚と同じユニットを2/2にして場に出す。それが冒険者カードなら代わりにコピーを場に出す。,,ジェリーマン ドラゴンクエストライバルズ 攻略データベース,
ダイス・ド・デビル,なし,ユニット,6,4,4,占い：(1)1/1のスライムを出す、(2)4/4のホースデビルを出す,,ダイス・ド・デビル ドラゴンクエストライバルズ 攻略データベース,
