no,id,name,currentTribe,cardType,cost,attack,hp,text,imageUrl,officialDbPage,officialDbSearchQuery,manualAnswer
291,card_43b1333a,オークキング,なし,ユニット,4,4,4,貫通、召喚時：HPを2回復,,,オークキング ドラゴンクエストライバルズ 攻略データベース,
292,card_e193a637,オークデビル,なし,ユニット,4,3,6,自分のターン中味方リーダーはダメージを受けない,,,オークデビル ドラゴンクエストライバルズ 攻略データベース,
293,card_d12a3c7c,カンダタ,なし,ユニット,4,2,5,召喚時&攻撃時:敵の手札コイン1枚を盗む。盗めなかった場合攻撃力+1、自分の手札のコインの数分このユニットの攻撃力+1,,,カンダタ ドラゴンクエストライバルズ 攻略データベース,
294,card_33240730,カーディナルナイト,なし,ユニット,4,4,4,召喚時：敵リーダーが持つパワフルバッジの効果をランダムで１つ消す,,,カーディナルナイト ドラゴンクエストライバルズ 攻略データベース,
295,card_fc69214d,ガーゴイル,なし,ユニット,4,4,3,ねらい撃ち、おうえん,,,ガーゴイル ドラゴンクエストライバルズ 攻略データベース,
296,card_01055fc8,キラーピッケル,なし,ユニット,4,4,4,召喚時：このターン中味方リーダーのテンションと同じだけユニット1体の攻撃力を上げる。,,,キラーピッケル ドラゴンクエストライバルズ 攻略データベース,
297,card_0f94fe18,グレイトボンバー,なし,ユニット,4,2,4,におうだち、死亡時：味方ヒーローがいるなら全てのユニットに2ダメージ,,,グレイトボンバー ドラゴンクエストライバルズ 攻略データベース,
298,card_f43d58ae,コトブキーノ,なし,ユニット,4,3,2,召喚時：自分のデッキから特技カードをランダムに1枚手札に加える。自分の場に冒険者がいるなら代わりに2枚手札に加える。,,,コトブキーノ ドラゴンクエストライバルズ 攻略データベース,
299,card_a6b1ecce,コンガオンガ,なし,ユニット,4,3,4,れんけい：攻撃力が6以上の敵ユニット1体を消滅させる。そのユニットと同じ使用コストのランダムなユニットカード1枚を相手の手札に加える。,,,コンガオンガ ドラゴンクエストライバルズ 攻略データベース,
300,card_dd118670,コングヘッド,なし,ユニット,4,4,3,前後にいる味方ユニットの攻撃力+2,,,コングヘッド ドラゴンクエストライバルズ 攻略データベース,
301,card_7010d95b,ゴルドン,なし,ユニット,4,2,5,におうだち、召喚時：自分のデッキからコスト2以下の建物カードを1枚引く。そのカードのコストを-1,,,ゴルドン ドラゴンクエストライバルズ 攻略データベース,
302,card_ac550afd,ゴンズ,なし,ユニット,4,2,4,おうえん、におうだち。召喚時：相手の手札が6枚以上なら+2/+2,,,ゴンズ ドラゴンクエストライバルズ 攻略データベース,
303,card_6e9c6bb6,ゴールドマン,なし,ユニット,4,4,4,召喚時:上下のマスの地形を宝箱に変える。 この効果で地形の上書きはできない。,,,ゴールドマン ドラゴンクエストライバルズ 攻略データベース,
304,card_7f903bbc,サイコロン,なし,ユニット,4,3,3,召喚時：味方ヒーローがいる場合合計5ダメージをこのユニット以外のランダムなユニットに割り振る,,,サイコロン ドラゴンクエストライバルズ 攻略データベース,
305,card_dd4e120b,サイレス,なし,ユニット,4,3,3,召喚時：ユニット1体を封印する,,,サイレス ドラゴンクエストライバルズ 攻略データベース,
306,card_7ef28896,サタンメイル,なし,ユニット,4,4,4,召喚時:味方1マスの地形を刃の紋章に変える。 この効果で地形の上書きはできない。,,,サタンメイル ドラゴンクエストライバルズ 攻略データベース,
307,card_f8c88241,シルバーデビル,なし,ユニット,4,3,3,ねらい撃ち、2回攻撃,,,シルバーデビル ドラゴンクエストライバルズ 攻略データベース,
308,card_43d040dc,ジャミ,なし,ユニット,4,5,4,召喚時：相手の手札が6枚以上ある場合、縦1列にいる全ての敵ユニットを次のターン終了時まで攻撃不能にする。,,,ジャミ ドラゴンクエストライバルズ 攻略データベース,
309,card_11641207,ジラフマスター,なし,ユニット,4,3,5,攻撃時:GET(1)、BET:以下の効果からランダムに1つ発動する (1)攻撃力+1 (2)HP+1 (3)このターン中2回攻撃を得る,,,ジラフマスター ドラゴンクエストライバルズ 攻略データベース,
310,card_71619353,ダンビラムーチョ,なし,ユニット,4,3,5,テンションリンク：ランダムな味方ユニット1体の攻撃力+1,,,ダンビラムーチョ ドラゴンクエストライバルズ 攻略データベース,
311,card_fd9a621e,チョメ,なし,ユニット,4,3,3,速攻,,,チョメ ドラゴンクエストライバルズ 攻略データベース,
312,card_5b82d953,デスケルト,なし,ユニット,4,3,6,召喚時：味方ユニット1体を手札に戻す,,,デスケルト ドラゴンクエストライバルズ 攻略データベース,
313,card_078c4d8f,デスセイレス,なし,ユニット,4,4,5,召喚時：全ての味方ユニットを絶好調状態に戻す,,,デスセイレス ドラゴンクエストライバルズ 攻略データベース,
314,card_756c592e,デスニャーゴ,なし,ユニット,4,4,4,死亡時:1/1のプリズニャンを1体出す。スキルブースト:+1体,,,デスニャーゴ ドラゴンクエストライバルズ 攻略データベース,
315,card_1ed773cb,デスマエストロ,なし,ユニット,4,4,4,召喚時:このターン中攻撃力1以下の敵ユニット1体を味方にして速攻を付与する。,,,デスマエストロ ドラゴンクエストライバルズ 攻略データベース,
316,card_23452a9f,デスマーキュリー,なし,ユニット,4,4,4,召喚時:指定のマスの地形を天啓の神域に変える。 この効果で地形の上書きはできない。,,,デスマーキュリー ドラゴンクエストライバルズ 攻略データベース,
317,card_d0e31623,デビルプリンス,なし,ユニット,4,4,4,死亡時:正面にいるランダムな敵ユニット1体を死亡させる,,,デビルプリンス ドラゴンクエストライバルズ 攻略データベース,
318,card_4b08d696,デビルロード,なし,ユニット,4,4,5,2回攻撃、ねらい撃ち、このユニットが敵リーダーを攻撃した後「このターン中敵リーダーを攻撃できない」を得る,,,デビルロード ドラゴンクエストライバルズ 攻略データベース,
319,card_c612bd27,デュランダル,なし,ユニット,4,4,4,パワフルバッジ：自分の手札にあるメタルボディもしくはハードメタルボディを持つユニットカードと武器のカード残すと-1,,,デュランダル ドラゴンクエストライバルズ 攻略データベース,
320,card_62a3fe56,トンブレロ,なし,ユニット,4,4,3,召喚時：味方ヒーローがいる場合味方ユニット1体を+2/+2,,,トンブレロ ドラゴンクエストライバルズ 攻略データベース,
321,card_d9f0a8af,ドルイド,なし,ユニット,4,3,6,召喚時：対戦中に使った特技カード1枚を自分のデッキの一番上に置く。,,,ドルイド ドラゴンクエストライバルズ 攻略データベース,
322,card_7db6baa1,ドンホセ,なし,ユニット,4,3,4,召喚時：相手の職業のランダムなレジェンドレアカード3枚から1枚選び手札に加える。死亡時:手札にある自分のデッキに入っていなかったユニットカードを+1/+1,,,ドンホセ ドラゴンクエストライバルズ 攻略データベース,
323,card_744477b6,ハッスルじじい,なし,ユニット,4,3,4,パワフルバッジ：冒険者の味方ユニットを+1/+1,,,ハッスルじじい ドラゴンクエストライバルズ 攻略データベース,
324,card_12edc6c3,バリクナジャ,なし,ユニット,4,3,5,このユニットの攻撃で敵ユニットを倒す度味方リーダーのテンション+1,,,バリクナジャ ドラゴンクエストライバルズ 攻略データベース,
325,card_c55ba7bd,バル&ベル,なし,ユニット,4,2,6,自分のターン開始時ボル&ブルが自分の場にいる場合合体してバブルボブルになる。,,,バル&ベル ドラゴンクエストライバルズ 攻略データベース,
326,card_2eee974a,ビックアイ,なし,ユニット,4,3,4,召喚時：自分の場に冒険者がいるなら横一列にいる全ての敵ユニットに2ダメージ,,,ビックアイ ドラゴンクエストライバルズ 攻略データベース,
327,card_edc7cece,ファラリスブル,なし,ユニット,4,4,4,召喚時：味方リーダーが装備中の武器の耐久力+1、対戦中に味方建物が3つ以上出ていたら代わりに味方リーダーが装備中の武器を+1/+2,,,ファラリスブル ドラゴンクエストライバルズ 攻略データベース,
328,card_5a66688e,フェイスボール,なし,ユニット,4,4,3,ステルス、れんけい：次の相手のターン終了時まで味方リーダーが受けるダメージ-2,,,フェイスボール ドラゴンクエストライバルズ 攻略データベース,
329,card_c762c140,フライングデス,なし,ユニット,4,4,4,召喚時：自分の場に空きマスがあるなら味方ユニットを1体死亡させた後自分のデッキからそのユニットと同じコストを持つユニットを1体出す,,,フライングデス ドラゴンクエストライバルズ 攻略データベース,
330,card_8cc03c96,ブラックベジター,なし,ユニット,4,2,2,召喚時：味方建物があるなら他のすべてのユニットに2ダメージ,,,ブラックベジター ドラゴンクエストライバルズ 攻略データベース,
331,card_9f17bc20,ブラッドミスト,なし,ユニット,4,1,6,ステルス、スキルブースト:攻撃力+1,,,ブラッドミスト ドラゴンクエストライバルズ 攻略データベース,
332,card_b460061c,ブラバニクイーン,なし,ユニット,4,4,2,シンクロ：①貫通、②速攻、③攻撃力+1,,,ブラバニクイーン ドラゴンクエストライバルズ 攻略データベース,
333,card_b210a280,ブルサベージ,なし,ユニット,4,2,6,絶好調、絶好調状態のユニットが攻撃する度このユニットの攻撃力+2,,,ブルサベージ ドラゴンクエストライバルズ 攻略データベース,
334,card_efc24be5,ブルベリーノ,なし,ユニット,4,4,3,召喚時：カードを1枚引く,,,ブルベリーノ ドラゴンクエストライバルズ 攻略データベース,
335,card_f349b0e0,ヘルパイレーツ,なし,ユニット,4,3,5,召喚時：自分のデッキと手札にある絶好調を持つカードのコスト-1,,,ヘルパイレーツ ドラゴンクエストライバルズ 攻略データベース,
336,card_865d7b2b,ヘルプラネット,なし,ユニット,4,3,4,におうだち。れんけい：自分が次に使う占いカード1枚のみ効果が両方発動する。,,,ヘルプラネット ドラゴンクエストライバルズ 攻略データベース,
337,card_f0ff5c53,ヘルボックル,なし,ユニット,4,4,4,召喚時:1/1のきりかぶこぞう1体を指定の味方マスに出す,,,ヘルボックル ドラゴンクエストライバルズ 攻略データベース,
338,card_2726b6c6,ベビル,なし,ユニット,4,4,4,召喚時：縦1列にいる全ての敵ユニットに1ダメージ,,,ベビル ドラゴンクエストライバルズ 攻略データベース,
339,card_7008ea88,ベビーゴイル,なし,ユニット,4,4,4,召喚時：お互いのデッキにランダムな2コストの特技カードを3枚加える,,,ベビーゴイル ドラゴンクエストライバルズ 攻略データベース,
340,card_1a74c072,ベルザブル,なし,ユニット,4,3,5,テンションリンク:このユニットは1ダメージを受ける。その後このユニットのHPが1以上あるならカードを1枚引く,,,ベルザブル ドラゴンクエストライバルズ 攻略データベース,
341,card_98b3bd16,ベルフェゴル,なし,ユニット,4,3,5,自分が占いを持つ手札を使う度+1/+1,,,ベルフェゴル ドラゴンクエストライバルズ 攻略データベース,
342,card_e7f8c5b2,ベロベロ,なし,ユニット,4,2,2,れんけい：+1/+1。召喚時と自分のターン終了時に、このユニットの前後にコピーを出す。,,,ベロベロ ドラゴンクエストライバルズ 攻略データベース,
343,card_649eb3ba,ホースデビル,なし,ユニット,4,4,4,,,,ホースデビル ドラゴンクエストライバルズ 攻略データベース,
344,card_0a9eb550,マグマロン,なし,ユニット,4,2,5,召喚時：GET(1)、BET:攻撃力+1と「次の相手のターン終了時まで効果の対象にならない」を得る,,,マグマロン ドラゴンクエストライバルズ 攻略データベース,
345,card_af131657,マージマタンゴ,なし,ユニット,4,2,7,召喚時:HPを3回復,,,マージマタンゴ ドラゴンクエストライバルズ 攻略データベース,
346,card_33bd80ef,ムーンキメラ,なし,ユニット,4,5,4,召喚時：後列にいる全ての敵ユニットを前列に移動させる。,,,ムーンキメラ ドラゴンクエストライバルズ 攻略データベース,
347,card_aef91017,ムーンフェイス,なし,ユニット,4,5,4,召喚時：敵ヒーローのレベルを1下げる,,,ムーンフェイス ドラゴンクエストライバルズ 攻略データベース,
348,card_95df71a4,メダルにゃん,なし,ユニット,4,5,4,召喚時：カードを2枚引いた後自分の手札から2枚選んで捨てる,,,メダルにゃん ドラゴンクエストライバルズ 攻略データベース,
349,card_f8b1a025,メッサーラ,なし,ユニット,4,3,4,召喚時：縦1列にいる全ての敵ユニットに1ダメージ,,,メッサーラ ドラゴンクエストライバルズ 攻略データベース,
350,card_6a6f2191,メーダロード,なし,ユニット,4,4,4,相手が特技を使う度その効果が発動する前に味方リーダーのHPを3回復,,,メーダロード ドラゴンクエストライバルズ 攻略データベース,
351,card_4ece55e1,ヨージス,なし,ユニット,4,2,4,味方建物の数分手札にあるこのカードのコスト-1,,,ヨージス ドラゴンクエストライバルズ 攻略データベース,
352,card_33613a86,ラリホービートル,なし,ユニット,4,3,6,召喚時：味方ヒーローがいる場合敵ユニット1体を次のターン終了時まで攻撃不能にする。,,,ラリホービートル ドラゴンクエストライバルズ 攻略データベース,
353,card_ca4d3bc7,ルバンカ,なし,ユニット,4,5,3,におうだち。召喚時：デッキの一番上が偶数コストならGET(2)。BET：HP+1,,,ルバンカ ドラゴンクエストライバルズ 攻略データベース,
354,card_15c67702,ワンダーフール,なし,ユニット,4,4,4,召喚時：デッキの一番上のカードのコストが奇数なら+1/+1と貫通を得る。偶数なら-1/-1とにおうだちを得る,,,ワンダーフール ドラゴンクエストライバルズ 攻略データベース,
355,card_fb3d75b3,修練のたてまじん,なし,ユニット,4,3,5,におうだち、召喚時：味方リーダーが武器を装備している場合このユニットにさくせんを出す,,,修練のたてまじん ドラゴンクエストライバルズ 攻略データベース,
356,card_15820bca,強奪のくびかりぞく,なし,ユニット,4,3,5,召喚時：味方リーダーのテンションが2以上あるならこのユニットにさくせんを出す。このユニットの攻撃で敵ユニットが死亡する度カードを1枚引く,,,強奪のくびかりぞく ドラゴンクエストライバルズ 攻略データベース,
357,card_b51a99fe,神鳥の杖,なし,ユニット,4,0,1,味方リーダーは攻撃できない、自分が特技カードを使うたび3/2のシャドーを出す,,,神鳥の杖 ドラゴンクエストライバルズ 攻略データベース,
358,card_e718ff50,若葉の精霊,なし,ユニット,4,4,4,召喚時:地形マスに召喚された場合カードを1枚引く,,,若葉の精霊 ドラゴンクエストライバルズ 攻略データベース,
359,card_c8b44f81,飛翔のガーゴイル,なし,ユニット,4,3,4,おうえん、ねらい撃ち。召喚時：自分の手札に特技カードがあるならこのユニットにさくせんを出す,,,飛翔のガーゴイル ドラゴンクエストライバルズ 攻略データベース,
360,card_94b44545,あんこくまどう,なし,ユニット,5,3,6,におうだち、召喚時：敵リーダーが持つパワフルバッジの効果をランダムで２つ消す。その場合+1/+1を得る。,,,あんこくまどう ドラゴンクエストライバルズ 攻略データベース,
361,card_c0e5dcc1,うごくせきぞう,なし,ユニット,5,6,7,正面に敵ユニットが1体もいない場合攻撃できない,,,うごくせきぞう ドラゴンクエストライバルズ 攻略データベース,
362,card_82fa2f94,おどるほうせき,なし,ユニット,5,1,1,このユニットに自分が特技を使う度カードを1枚引く,,,おどるほうせき ドラゴンクエストライバルズ 攻略データベース,
363,card_725483e4,おばけトマト,なし,ユニット,5,4,4,占い：(1)敵ユニット1体の攻撃力を1にする、(2)敵ユニット1体のHPを1にする,,,おばけトマト ドラゴンクエストライバルズ 攻略データベース,
364,card_d03c81e0,かみさま,なし,ユニット,5,3,5,自分のターン終了時以下の効果からランダムに1つ発動する(1)カードを2枚引く(2)味方リーダーのテンション+3(3)他のすべての味方のHPを4回復,,,かみさま ドラゴンクエストライバルズ 攻略データベース,
365,card_72848502,くらやみにゅうどう,なし,ユニット,5,5,5,召喚時:次の相手のターン中敵のヒーロースキルは使用できず発動もしない,,,くらやみにゅうどう ドラゴンクエストライバルズ 攻略データベース,
366,card_d7429ebd,けがれの渦,なし,ユニット,5,4,4,におうだち、死亡時：全てのユニットを毒にする,,,けがれの渦 ドラゴンクエストライバルズ 攻略データベース,
367,card_8e319e73,さまようよろい,なし,ユニット,5,4,3,召喚時：前列に召喚した場合ホイミスライムを後ろに出す,,,さまようよろい ドラゴンクエストライバルズ 攻略データベース,
368,card_7fcacd81,じごくのよろい,なし,ユニット,5,3,2,召喚時&死亡時:ピサロナイトを1体出す。スキルブースト:攻撃力+1,,,じごくのよろい ドラゴンクエストライバルズ 攻略データベース,
369,card_c55c6537,とうだいタイガー,なし,ユニット,5,4,4,れんけい：攻撃力3以下の敵ユニット1体を相手の手札に戻す。,,,とうだいタイガー ドラゴンクエストライバルズ 攻略データベース,
370,card_839263c1,ひくいどり,なし,ユニット,5,6,4,貫通,,,ひくいどり ドラゴンクエストライバルズ 攻略データベース,
371,card_6fa5d265,アイアンナイト,なし,ユニット,5,3,6,におうだち、死亡時：ランダムな味方ユニット1体を味方ヒーローのレベルの数分+1/+1,,,アイアンナイト ドラゴンクエストライバルズ 攻略データベース,
372,card_73fdd471,アカリリス,なし,ユニット,5,2,3,このユニットが移動する度速攻2/1のいっかくうさぎを出す,,,アカリリス ドラゴンクエストライバルズ 攻略データベース,
373,card_c17e7d1c,アデン,なし,ユニット,5,3,6,におうだち、召喚時：味方建物１つの耐久値+1、そうした場合攻撃力+2を得る,,,アデン ドラゴンクエストライバルズ 攻略データベース,
374,card_b2ce9309,アームライオン,なし,ユニット,5,3,4,絶好調、絶好調状態の味方ユニットは速攻を得る,,,アームライオン ドラゴンクエストライバルズ 攻略データベース,
375,card_9b411f81,インプケイオス,なし,ユニット,5,4,5,召喚時：敵ユニット1体に1ダメージ。自分のデッキの一番上のカードのコストが偶数なら代わりに3ダメージ与えた後味方リーダーのHPを3回復,,,インプケイオス ドラゴンクエストライバルズ 攻略データベース,
376,card_6b11ada1,エリミネーター,なし,ユニット,5,5,3,前列にいる場合他の味方ユニットが死亡する度カードを1枚引く。,,,エリミネーター ドラゴンクエストライバルズ 攻略データベース,
377,card_e688c923,ダークモーモン,なし,ユニット,5,4,5,自分のターン終了時GET(1)、BET:お互いのリーダーのテンション+1,,,ダークモーモン ドラゴンクエストライバルズ 攻略データベース,
378,card_dba6b3b2,デスターキー,なし,ユニット,5,5,6,,,,デスターキー ドラゴンクエストライバルズ 攻略データベース,
379,card_1683cf61,デスマシーン,なし,ユニット,5,4,4,におうだち、このターン中死亡したユニットの数分手札にあるこのカードのコスト-1、死亡時：敵リーダーに3ダメージ,,,デスマシーン ドラゴンクエストライバルズ 攻略データベース,
380,card_9318b43f,デンダ,なし,ユニット,5,3,3,召喚時:前列に召喚した場合1/1のデンダの子分を3体出す。後列に召喚した場合全ての味方ユニットを+1/+1,,,デンダ ドラゴンクエストライバルズ 攻略データベース,
381,card_4392279e,トロル,なし,ユニット,5,7,8,受けるダメージ2倍,,,トロル ドラゴンクエストライバルズ 攻略データベース,
382,card_079b9a84,ナイトフォックス,なし,ユニット,5,5,4,自分の特技カードのコスト-1,,,ナイトフォックス ドラゴンクエストライバルズ 攻略データベース,
383,card_0ac53622,ネクロバルサ,なし,ユニット,5,4,5,召喚時:味方リーダーの攻撃力が4以上ある場合武器の耐久力を+2する。,,,ネクロバルサ ドラゴンクエストライバルズ 攻略データベース,
384,card_4aaadec4,ハンターフライ,なし,ユニット,5,4,3,先制、死亡時：味方リーダーのテンション+1、スキルブースト:コスト-1,,,ハンターフライ ドラゴンクエストライバルズ 攻略データベース,
385,card_b6ca0892,ハンフリー,なし,ユニット,5,0,1,召喚時:ユニット1体の攻撃力とHPを吸い取り自身の攻撃力とHPを同じ値にする。そのユニットを2/2にする,,,ハンフリー ドラゴンクエストライバルズ 攻略データベース,
386,card_c276526b,バルバロッサ,なし,ユニット,5,4,5,召喚時:魔法陣に召喚された場合メラミを手札に加える,,,バルバロッサ ドラゴンクエストライバルズ 攻略データベース,
387,card_d1236b7f,フォレスドン,なし,ユニット,5,4,5,召喚時：対戦中に死亡したコスト4以上の味方ユニット3種類の中から1体を選んで復活させ「ターン終了時このユニットは死亡する」を付与する,,,フォレスドン ドラゴンクエストライバルズ 攻略データベース,
388,card_098e73d1,ヘルシーサー,なし,ユニット,5,4,5,召喚時:地形マスにいる全ての味方ユニットを+1/+1,,,ヘルシーサー ドラゴンクエストライバルズ 攻略データベース,
389,card_1d6748d8,ベロリンマン,なし,ユニット,5,2,2,おうえん、召喚時&スキルリンク:ベロリンマンを1体出す,,,ベロリンマン ドラゴンクエストライバルズ 攻略データベース,
390,card_76952315,ホーンビートル,なし,ユニット,5,5,5,ねらい撃ち,,,ホーンビートル ドラゴンクエストライバルズ 攻略データベース,
391,card_fe374675,マネマネ,なし,ユニット,5,1,1,召喚時：他のユニット1体に変身する,,,マネマネ ドラゴンクエストライバルズ 攻略データベース,
392,card_5ee583f1,マリンフェアリー,なし,ユニット,5,2,3,召喚時:手札にあるコインをランダムに1枚捨てる。そうした場合この対戦中に死亡した4コスト以下の味方ユニット3種類の中から1体を選んで復活させる,,,マリンフェアリー ドラゴンクエストライバルズ 攻略データベース,
393,card_7e4a6880,メイジポンポコ,なし,ユニット,5,3,5,シンクロ：①味方リーダーが使用する特技カードの攻撃力+1、②死亡時：自分のデッキからコスト5以上の特技カードを1枚引く、③+1/+1,,,メイジポンポコ ドラゴンクエストライバルズ 攻略データベース,
394,card_b1f5ae69,ユニコーン,なし,ユニット,5,5,5,召喚時:HPを4回復,,,ユニコーン ドラゴンクエストライバルズ 攻略データベース,
395,card_fb9188a4,レッドサイクロン,なし,ユニット,5,4,5,自分のターン終了時にお互いのリーダーに2ダメージ。味方リーダーのHPが15以下の場合代わりに自分のターン終了時敵リーダーに2ダメージ,,,レッドサイクロン ドラゴンクエストライバルズ 攻略データベース,
396,card_8aa08ebc,ローズバトラー,なし,ユニット,5,3,7,味方リーダーへの敵の攻撃や効果の対象はこのユニットに変更される。ダメージを与えたユニットを毒にする,,,ローズバトラー ドラゴンクエストライバルズ 攻略データベース,
397,card_2c08d95c,吹雪の魔女,なし,ユニット,5,4,4,召喚時：敵の場に氷塊があるなら敵ユニット1体に4ダメージ,,,吹雪の魔女 ドラゴンクエストライバルズ 攻略データベース,
398,card_c40057ab,慈愛のキラーパンサー,なし,ユニット,5,4,4,おうえん、召喚時：おうえん 2/2のベビーパンサー1枚を手札に加える,,,慈愛のキラーパンサー ドラゴンクエストライバルズ 攻略データベース,
399,card_27208e6e,暗黒大樹の番人,なし,ユニット,5,2,4,におうだち、召喚時:このターン中ユニットが死亡しているなら暗黒大樹の番人を指定の味方マスに出す,,,暗黒大樹の番人 ドラゴンクエストライバルズ 攻略データベース,
400,card_9d2a7e1f,獣魔将ガルレイ,なし,ユニット,5,5,4,召喚時：正面にいるランダムな敵ユニット1体に2ダメージ。自分の場に冒険者がいるなら代わりに4ダメージ,,,獣魔将ガルレイ ドラゴンクエストライバルズ 攻略データベース,
401,card_b2641ee7,追撃のキラーマシン,なし,ユニット,5,3,4,2回攻撃、召喚時:このユニットにさくせんを出す。自分がさくせんを出した後、1ターンに2回までランダムな敵ユニット1体に2ダメージ,,,追撃のキラーマシン ドラゴンクエストライバルズ 攻略データベース,
402,card_3bc0d032,魔犬レオパルド,なし,ユニット,5,4,4,死亡時：神鳥の杖を手札に加える,,,魔犬レオパルド ドラゴンクエストライバルズ 攻略データベース,
403,card_a568a928,あくまのカガミ,なし,ユニット,6,3,5,召喚時：自分のデッキにある5コスト以下の冒険者と同じユニット1体ヲバに出しこのターン中速攻と「ターン終了時にこのユニットを自分のデッキに混ぜる」を付与する,,,あくまのカガミ ドラゴンクエストライバルズ 攻略データベース,
404,card_f39676c9,かぶとこぞう,なし,ユニット,6,4,4,召喚時:地形マスに召喚された場合、におうだち2/2のはさみくわがたを2体出す,,,かぶとこぞう ドラゴンクエストライバルズ 攻略データベース,
405,card_289dda8a,からくりしょうぐん,なし,ユニット,6,5,5,召喚時：味方リーダーが装備中の武器を+1/+1,,,からくりしょうぐん ドラゴンクエストライバルズ 攻略データベース,
406,card_f15d10ad,じごくのつかい,なし,ユニット,6,3,3,自分のターン終了時ランダムな敵1体に3ダメージ,,,じごくのつかい ドラゴンクエストライバルズ 攻略データベース,
407,card_1822d75c,てっきゅうまじん,なし,ユニット,6,4,5,自分の場と手札にいる冒険者の数だけコストが下がる,,,てっきゅうまじん ドラゴンクエストライバルズ 攻略データベース,
408,card_ff657203,にじくじゃく,なし,ユニット,6,4,5,自分が偶数のコストの手札を使う度ランダムな敵1体に2ダメージ,,,にじくじゃく ドラゴンクエストライバルズ 攻略データベース,
409,card_768eea71,まかいじゅ,なし,ユニット,6,3,7,自分のターン終了時このユニットのHPを2回復する。,,,まかいじゅ ドラゴンクエストライバルズ 攻略データベース,
410,card_36fe0d52,まだらイチョウ,なし,ユニット,6,3,4,BET：1/2のブラックタヌーを1体場に出す。このBETが3回発動する度に、このユニットを除く全ての味方ユニットを+1/+1する。カウントはターンを跨いで継続する。,,,まだらイチョウ ドラゴンクエストライバルズ 攻略データベース,
411,card_6858cc11,ようじゅつし,なし,ユニット,6,3,6,自分が特技を使う度ランダムな敵1体に2ダメージ,,,ようじゅつし ドラゴンクエストライバルズ 攻略データベース,
412,card_ee31c3a0,アトラス,なし,ユニット,6,4,7,攻撃時：このターン中味方リーダーの攻撃力分攻撃力が上がる,,,アトラス ドラゴンクエストライバルズ 攻略データベース,
413,card_5eec0254,アフロのドン・モグーラ,なし,ユニット,6,3,5,召喚時：カードを1枚引いた後、自分の手札から1枚選んで捨てる。自分の手札からカードを捨てる度ターン終了時に死亡する速攻3/1の子分を1体出す,,,アフロのドン・モグーラ ドラゴンクエストライバルズ 攻略データベース,
414,card_f9120cf5,アークマージ,なし,ユニット,6,2,7,この対戦の間ヒーロースキルが発動した回数分攻撃力+1を得る。このユニットの攻撃力が5以上の場合さらに特技ダメージ+2を得る。,,,アークマージ ドラゴンクエストライバルズ 攻略データベース,
415,card_683cc9b8,ウドラー,なし,ユニット,6,4,6,シンクロ:①攻撃力+1、②におうだち、③死亡時：この対戦中に死亡したコスト2以下のユニットを2体復活させる,,,ウドラー ドラゴンクエストライバルズ 攻略データベース,
416,card_e85d03e0,エビルホーク,なし,ユニット,6,6,4,ねらい撃ち、召喚時：カードを1枚引く,,,エビルホーク ドラゴンクエストライバルズ 攻略データベース,
417,card_5b713377,エビルマージ,なし,ユニット,6,2,6,召喚時：この対戦中味方リーダーの「紅蓮の火球」のダメージ+1、スキルブースト:攻撃力+1,,,エビルマージ ドラゴンクエストライバルズ 攻略データベース,
418,card_cba34087,キラーデーモン,なし,ユニット,6,6,6,召喚時：味方ユニット1体を+1/+1した後におうだちを付与する,,,キラーデーモン ドラゴンクエストライバルズ 攻略データベース,
419,card_83fe681d,キラーマシン2,なし,ユニット,6,4,5,2回攻撃、召喚時:このユニットにさくせんを出す。耐戦中に味方建物が3つ以上出ていたら、代わりに2回さくせんを出し、出たさくせんの効果全てを得る,,,キラーマシン2 ドラゴンクエストライバルズ 攻略データベース,
420,card_58028997,キングミミック,なし,ユニット,6,8,7,死亡時：相手はランダムなレジェンドレアカードを手札に1枚加える,,,キングミミック ドラゴンクエストライバルズ 攻略データベース,
421,card_4437acfa,クラーゴン,なし,ユニット,6,4,8,BET：このターン中に未発動の効果からランダムに1つ発動する。①全ての敵に1ダメージ ②ランダムな敵1体に2ダメージ ③敵リーダーに3ダメージ。全て発動済みなら何も起こらない。,,,クラーゴン ドラゴンクエストライバルズ 攻略データベース,
422,card_a462cfa2,グレイトマムー,なし,ユニット,6,5,4,れんけい：敵ユニット1体に5ダメージ,,,グレイトマムー ドラゴンクエストライバルズ 攻略データベース,
423,card_e936ad83,サイクロプス,なし,ユニット,6,6,6,召喚時：GET(1) BET：におうだちを持つランダムな敵ユニット1体に4ダメージ,,,サイクロプス ドラゴンクエストライバルズ 攻略データベース,
424,card_7b11152e,サイコマスター,なし,ユニット,6,0,7,この対戦中に自分が使った占いカードの枚数分攻撃力+1、召喚時:このユニットの攻撃力が4以上あるなら敵1体に4ダメージ,,,サイコマスター ドラゴンクエストライバルズ 攻略データベース,
425,card_f09aa71a,ジェリーマン,なし,ユニット,6,4,5,召喚時：自分の手札にあるランダムなユニットカード1枚と同じユニットを2/2にして場に出す。それが冒険者カードなら代わりにコピーを場に出す。,,,ジェリーマン ドラゴンクエストライバルズ 攻略データベース,
426,card_5f6a5488,ダイス・ド・デビル,なし,ユニット,6,4,4,占い：(1)1/1のスライムを出す、(2)4/4のホースデビルを出す,,,ダイス・ド・デビル ドラゴンクエストライバルズ 攻略データベース,
